Identity,GPS Fix Time,date,GPS Fix Attempt,GPS Latitude,GPS Longitude,time,croc name,acoustic tag ID,satellite tag,GPS start,days at large,GPS end,number of fixes (HDOP<4),sex,total length (cm),,
1,2010.08.19 02:33:52,8/19/2010,Resolved QFP,-12.394353,142.145451,02:33:52,Hamish,13878,646322,8/19/2010,120,12/17/2010,170,male,3890,,
2,2010.08.19 20:00:36,8/19/2010,Succeeded,-12.389102,142.1209,20:00:36,Hamish,13878,646322,8/19/2010,120,12/17/2010,170,male,3890,,
3,2010.08.20 10:00:48,8/20/2010,Succeeded,-12.370133,142.121072,10:00:48,Hamish,13878,646322,8/19/2010,120,12/17/2010,170,male,3890,,
4,2010.08.20 20:01:28,8/20/2010,Resolved QFP,-12.358637,142.113392,20:01:28,Hamish,13878,646322,8/19/2010,120,12/17/2010,170,male,3890,,
5,2010.08.21 20:00:36,8/21/2010,Succeeded,-12.397428,142.148795,20:00:36,Hamish,13878,646322,8/19/2010,120,12/17/2010,170,male,3890,,
6,2010.08.22 10:00:40,8/22/2010,Succeeded,-12.401719,142.146993,10:00:40,Hamish,13878,646322,8/19/2010,120,12/17/2010,170,male,3890,,
7,2010.08.22 20:00:37,8/22/2010,Succeeded,-12.397513,142.148623,20:00:37,Hamish,13878,646322,8/19/2010,120,12/17/2010,170,male,3890,,
8,2010.08.23 10:01:17,8/23/2010,Resolved QFP,-12.397177,142.147847,10:01:17,Hamish,13878,646322,8/19/2010,120,12/17/2010,170,male,3890,,
9,2010.08.23 20:00:32,8/23/2010,Resolved QFP,-12.402013,142.140764,20:00:32,Hamish,13878,646322,8/19/2010,120,12/17/2010,170,male,3890,,
10,2010.08.24 10:00:54,8/24/2010,Succeeded,-12.401891,142.146821,10:00:54,Hamish,13878,646322,8/19/2010,120,12/17/2010,170,male,3890,,
11,2010.08.24 20:00:39,8/24/2010,Succeeded,-12.397428,142.148623,20:00:39,Hamish,13878,646322,8/19/2010,120,12/17/2010,170,male,3890,,
12,2010.08.25 10:00:44,8/25/2010,Succeeded,-12.38248,142.148709,10:00:44,Hamish,13878,646322,8/19/2010,120,12/17/2010,170,male,3890,,
13,2010.08.25 11:00:42,8/25/2010,Succeeded,-12.398801,142.127681,11:00:42,Hamish,13878,646322,8/19/2010,120,12/17/2010,170,male,3890,,
14,2010.08.25 20:00:42,8/25/2010,Succeeded,-12.398801,142.127681,20:00:42,Hamish,13878,646322,8/19/2010,120,12/17/2010,170,male,3890,,
15,2010.08.26 06:11:57,8/26/2010,Succeeded,-12.402492,142.132401,06:11:57,Hamish,13878,646322,8/19/2010,120,12/17/2010,170,male,3890,,
16,2010.08.26 07:12:07,8/26/2010,Succeeded,-12.397599,142.149224,07:12:07,Hamish,13878,646322,8/19/2010,120,12/17/2010,170,male,3890,,
17,2010.08.26 10:00:49,8/26/2010,Succeeded,-12.402492,142.132401,10:00:49,Hamish,13878,646322,8/19/2010,120,12/17/2010,170,male,3890,,
18,2010.08.26 20:00:59,8/26/2010,Succeeded,-12.397599,142.149224,20:00:59,Hamish,13878,646322,8/19/2010,120,12/17/2010,170,male,3890,,
19,2010.08.27 10:00:34,8/27/2010,Resolved QFP,-12.395232,142.14578,10:00:34,Hamish,13878,646322,8/19/2010,120,12/17/2010,170,male,3890,,
20,2010.08.27 20:00:27,8/27/2010,Resolved QFP,-12.39102,142.125711,20:00:27,Hamish,13878,646322,8/19/2010,120,12/17/2010,170,male,3890,,
21,2010.08.28 10:01:07,8/28/2010,Succeeded,-12.402492,142.143302,10:01:07,Hamish,13878,646322,8/19/2010,120,12/17/2010,170,male,3890,,
22,2010.08.28 20:00:48,8/28/2010,Succeeded,-12.400517,142.137208,20:00:48,Hamish,13878,646322,8/19/2010,120,12/17/2010,170,male,3890,,
23,2010.08.29 10:00:49,8/29/2010,Succeeded,-12.401462,142.130342,10:00:49,Hamish,13878,646322,8/19/2010,120,12/17/2010,170,male,3890,,
24,2010.08.30 10:00:59,8/30/2010,Succeeded,-12.402406,142.143044,10:00:59,Hamish,13878,646322,8/19/2010,120,12/17/2010,170,male,3890,,
25,2010.08.30 20:00:59,8/30/2010,Succeeded,-12.397771,142.149138,20:00:59,Hamish,13878,646322,8/19/2010,120,12/17/2010,170,male,3890,,
26,2010.08.31 10:01:04,8/31/2010,Succeeded,-12.40129,142.146478,10:01:04,Hamish,13878,646322,8/19/2010,120,12/17/2010,170,male,3890,,
27,2010.08.31 20:00:42,8/31/2010,Succeeded,-12.401805,142.141843,20:00:42,Hamish,13878,646322,8/19/2010,120,12/17/2010,170,male,3890,,
28,2010.09.01 10:00:49,9/1/2010,Succeeded,-12.40232,142.144589,10:00:49,Hamish,13878,646322,8/19/2010,120,12/17/2010,170,male,3890,,
29,2010.09.01 20:00:35,9/1/2010,Resolved QFP,-12.400913,142.137867,20:00:35,Hamish,13878,646322,8/19/2010,120,12/17/2010,170,male,3890,,
30,2010.09.02 10:00:36,9/2/2010,Succeeded,-12.39717,142.148538,10:00:36,Hamish,13878,646322,8/19/2010,120,12/17/2010,170,male,3890,,
31,2010.09.02 20:00:48,9/2/2010,Succeeded,-12.400174,142.129054,20:00:48,Hamish,13878,646322,8/19/2010,120,12/17/2010,170,male,3890,,
32,2010.09.03 10:00:48,9/3/2010,Succeeded,-12.395625,142.126479,10:00:48,Hamish,13878,646322,8/19/2010,120,12/17/2010,170,male,3890,,
33,2010.09.03 20:00:48,9/3/2010,Succeeded,-12.397857,142.149138,20:00:48,Hamish,13878,646322,8/19/2010,120,12/17/2010,170,male,3890,,
34,2010.09.04 10:00:37,9/4/2010,Succeeded,-12.400088,142.147679,10:00:37,Hamish,13878,646322,8/19/2010,120,12/17/2010,170,male,3890,,
35,2010.09.04 20:00:46,9/4/2010,Succeeded,-12.397513,142.148538,20:00:46,Hamish,13878,646322,8/19/2010,120,12/17/2010,170,male,3890,,
36,2010.09.05 10:00:48,9/5/2010,Succeeded,-12.396655,142.146564,10:00:48,Hamish,13878,646322,8/19/2010,120,12/17/2010,170,male,3890,,
37,2010.09.05 20:01:25,9/5/2010,Succeeded,-12.390819,142.123389,20:01:25,Hamish,13878,646322,8/19/2010,120,12/17/2010,170,male,3890,,
38,2010.09.06 10:00:48,9/6/2010,Succeeded,-12.35168,142.110686,10:00:48,Hamish,13878,646322,8/19/2010,120,12/17/2010,170,male,3890,,
39,2010.09.06 20:00:55,9/6/2010,Resolved QFP,-12.339954,142.103917,20:00:55,Hamish,13878,646322,8/19/2010,120,12/17/2010,170,male,3890,,
40,2010.09.07 10:00:41,9/7/2010,Succeeded,-12.394853,142.127166,10:00:41,Hamish,13878,646322,8/19/2010,120,12/17/2010,170,male,3890,,
41,2010.09.07 20:00:48,9/7/2010,Succeeded,-12.397256,142.148623,20:00:48,Hamish,13878,646322,8/19/2010,120,12/17/2010,170,male,3890,,
42,2010.09.08 10:00:35,9/8/2010,Succeeded,-12.400775,142.147336,10:00:35,Hamish,13878,646322,8/19/2010,120,12/17/2010,170,male,3890,,
43,2010.09.08 20:01:12,9/8/2010,Resolved QFP,-12.395058,142.159644,20:01:12,Hamish,13878,646322,8/19/2010,120,12/17/2010,170,male,3890,,
44,2010.09.09 10:00:53,9/9/2010,Succeeded,-12.388072,142.171369,10:00:53,Hamish,13878,646322,8/19/2010,120,12/17/2010,170,male,3890,,
45,2010.09.09 20:00:53,9/9/2010,Succeeded,-12.397685,142.149053,20:00:53,Hamish,13878,646322,8/19/2010,120,12/17/2010,170,male,3890,,
46,2010.09.10 10:00:36,9/10/2010,Succeeded,-12.399144,142.148452,10:00:36,Hamish,13878,646322,8/19/2010,120,12/17/2010,170,male,3890,,
47,2010.09.10 20:00:47,9/10/2010,Succeeded,-12.39408,142.145791,20:00:47,Hamish,13878,646322,8/19/2010,120,12/17/2010,170,male,3890,,
48,2010.09.11 10:00:35,9/11/2010,Succeeded,-12.398715,142.148967,10:00:35,Hamish,13878,646322,8/19/2010,120,12/17/2010,170,male,3890,,
49,2010.09.11 20:00:42,9/11/2010,Succeeded,-12.397256,142.148452,20:00:42,Hamish,13878,646322,8/19/2010,120,12/17/2010,170,male,3890,,
50,2010.09.12 10:00:48,9/12/2010,Succeeded,-12.397256,142.148452,10:00:48,Hamish,13878,646322,8/19/2010,120,12/17/2010,170,male,3890,,
51,2010.09.12 20:00:36,9/12/2010,Succeeded,-12.398458,142.148967,20:00:36,Hamish,13878,646322,8/19/2010,120,12/17/2010,170,male,3890,,
52,2010.09.13 10:00:40,9/13/2010,Succeeded,-12.398458,142.148967,10:00:40,Hamish,13878,646322,8/19/2010,120,12/17/2010,170,male,3890,,
53,2010.09.13 20:00:42,9/13/2010,Succeeded,-12.397599,142.148881,20:00:42,Hamish,13878,646322,8/19/2010,120,12/17/2010,170,male,3890,,
54,2010.09.14 10:00:53,9/14/2010,Succeeded,-12.399659,142.148538,10:00:53,Hamish,13878,646322,8/19/2010,120,12/17/2010,170,male,3890,,
55,2010.09.15 10:00:39,9/15/2010,Succeeded,-12.398715,142.149053,10:00:39,Hamish,13878,646322,8/19/2010,120,12/17/2010,170,male,3890,,
56,2010.09.15 20:00:46,9/15/2010,Succeeded,-12.397513,142.148623,20:00:46,Hamish,13878,646322,8/19/2010,120,12/17/2010,170,male,3890,,
57,2010.09.16 10:00:41,9/16/2010,Succeeded,-12.399831,142.14828,10:00:41,Hamish,13878,646322,8/19/2010,120,12/17/2010,170,male,3890,,
58,2010.09.16 20:00:34,9/16/2010,Succeeded,-12.396998,142.147765,20:00:34,Hamish,13878,646322,8/19/2010,120,12/17/2010,170,male,3890,,
59,2010.09.17 10:01:23,9/17/2010,Succeeded,-12.40232,142.142959,10:01:23,Hamish,13878,646322,8/19/2010,120,12/17/2010,170,male,3890,,
60,2010.09.17 20:00:53,9/17/2010,Succeeded,-12.394423,142.157292,20:00:53,Hamish,13878,646322,8/19/2010,120,12/17/2010,170,male,3890,,
61,2010.09.18 10:01:07,9/18/2010,Resolved QFP,-12.39231,142.154741,10:01:07,Hamish,13878,646322,8/19/2010,120,12/17/2010,170,male,3890,,
62,2010.09.18 20:00:48,9/18/2010,Succeeded,-12.397685,142.148967,20:00:48,Hamish,13878,646322,8/19/2010,120,12/17/2010,170,male,3890,,
63,2010.09.19 10:00:59,9/19/2010,Succeeded,-12.393222,142.154803,10:00:59,Hamish,13878,646322,8/19/2010,120,12/17/2010,170,male,3890,,
64,2010.09.19 20:00:48,9/19/2010,Succeeded,-12.402663,142.145705,20:00:48,Hamish,13878,646322,8/19/2010,120,12/17/2010,170,male,3890,,
65,2010.09.20 10:00:52,9/20/2010,Resolved QFP,-12.394972,142.145677,10:00:52,Hamish,13878,646322,8/19/2010,120,12/17/2010,170,male,3890,,
66,2010.09.20 20:01:44,9/20/2010,Succeeded,-12.396741,142.148194,20:01:44,Hamish,13878,646322,8/19/2010,120,12/17/2010,170,male,3890,,
67,2010.09.21 10:00:34,9/21/2010,Succeeded,-12.397256,142.147336,10:00:34,Hamish,13878,646322,8/19/2010,120,12/17/2010,170,male,3890,,
68,2010.09.22 20:01:04,9/22/2010,Succeeded,-12.397428,142.148623,20:01:04,Hamish,13878,646322,8/19/2010,120,12/17/2010,170,male,3890,,
69,2010.09.23 10:00:48,9/23/2010,Succeeded,-12.395368,142.145963,10:00:48,Hamish,13878,646322,8/19/2010,120,12/17/2010,170,male,3890,,
70,2010.09.23 20:00:34,9/23/2010,Succeeded,-12.397599,142.148967,20:00:34,Hamish,13878,646322,8/19/2010,120,12/17/2010,170,male,3890,,
71,2010.09.24 10:00:52,9/24/2010,Succeeded,-12.399402,142.148452,10:00:52,Hamish,13878,646322,8/19/2010,120,12/17/2010,170,male,3890,,
72,2010.09.24 20:00:34,9/24/2010,Succeeded,-12.400689,142.147164,20:00:34,Hamish,13878,646322,8/19/2010,120,12/17/2010,170,male,3890,,
73,2010.09.25 10:00:48,9/25/2010,Succeeded,-12.392793,142.146306,10:00:48,Hamish,13878,646322,8/19/2010,120,12/17/2010,170,male,3890,,
74,2010.09.25 20:00:52,9/25/2010,Succeeded,-12.391849,142.149224,20:00:52,Hamish,13878,646322,8/19/2010,120,12/17/2010,170,male,3890,,
75,2010.09.26 10:00:45,9/26/2010,Succeeded,-12.398801,142.148452,10:00:45,Hamish,13878,646322,8/19/2010,120,12/17/2010,170,male,3890,,
76,2010.09.27 10:00:35,9/27/2010,Succeeded,-12.392364,142.152143,10:00:35,Hamish,13878,646322,8/19/2010,120,12/17/2010,170,male,3890,,
77,2010.09.27 20:01:44,9/27/2010,Succeeded,-12.398028,142.148452,20:01:44,Hamish,13878,646322,8/19/2010,120,12/17/2010,170,male,3890,,
78,2010.09.28 10:00:34,9/28/2010,Succeeded,-12.392192,142.152143,10:00:34,Hamish,13878,646322,8/19/2010,120,12/17/2010,170,male,3890,,
79,2010.09.30 10:00:58,9/30/2010,Succeeded,-12.402234,142.143302,10:00:58,Hamish,13878,646322,8/19/2010,120,12/17/2010,170,male,3890,,
80,2010.10.01 10:00:22,10/1/2010,Resolved QFP,-12.397522,142.148584,10:00:22,Hamish,13878,646322,8/19/2010,120,12/17/2010,170,male,3890,,
81,2010.10.01 20:00:48,10/1/2010,Succeeded,-12.397599,142.148881,20:00:48,Hamish,13878,646322,8/19/2010,120,12/17/2010,170,male,3890,,
82,2010.10.02 10:00:46,10/2/2010,Resolved QFP,-12.402366,142.146312,10:00:46,Hamish,13878,646322,8/19/2010,120,12/17/2010,170,male,3890,,
83,2010.10.03 10:01:44,10/3/2010,Resolved QFP,-12.401145,142.138179,10:01:44,Hamish,13878,646322,8/19/2010,120,12/17/2010,170,male,3890,,
84,2010.10.05 10:00:48,10/5/2010,Succeeded,-12.397599,142.148881,10:00:48,Hamish,13878,646322,8/19/2010,120,12/17/2010,170,male,3890,,
85,2010.10.06 10:01:03,10/6/2010,Succeeded,-12.392879,142.146907,10:01:03,Hamish,13878,646322,8/19/2010,120,12/17/2010,170,male,3890,,
86,2010.10.06 20:01:39,10/6/2010,Resolved QFP,-12.401128,142.138797,20:01:39,Hamish,13878,646322,8/19/2010,120,12/17/2010,170,male,3890,,
87,2010.10.07 10:01:30,10/7/2010,Succeeded,-12.401118,142.136178,10:01:30,Hamish,13878,646322,8/19/2010,120,12/17/2010,170,male,3890,,
88,2010.10.08 10:00:34,10/8/2010,Succeeded,-12.399831,142.147851,10:00:34,Hamish,13878,646322,8/19/2010,120,12/17/2010,170,male,3890,,
89,2010.10.09 20:00:41,10/9/2010,Succeeded,-12.397599,142.148967,20:00:41,Hamish,13878,646322,8/19/2010,120,12/17/2010,170,male,3890,,
90,2010.10.11 10:00:35,10/11/2010,Succeeded,-12.392621,142.147164,10:00:35,Hamish,13878,646322,8/19/2010,120,12/17/2010,170,male,3890,,
91,2010.10.11 20:00:40,10/11/2010,Succeeded,-12.397513,142.148538,20:00:40,Hamish,13878,646322,8/19/2010,120,12/17/2010,170,male,3890,,
92,2010.10.12 20:01:37,10/12/2010,Resolved QFP,-12.402465,142.144015,20:01:37,Hamish,13878,646322,8/19/2010,120,12/17/2010,170,male,3890,,
93,2010.10.13 10:00:34,10/13/2010,Succeeded,-12.392621,142.15343,10:00:34,Hamish,13878,646322,8/19/2010,120,12/17/2010,170,male,3890,,
94,2010.10.13 20:00:17,10/13/2010,Resolved QFP,-12.388563,142.169884,20:00:17,Hamish,13878,646322,8/19/2010,120,12/17/2010,170,male,3890,,
95,2010.10.14 10:01:04,10/14/2010,Succeeded,-12.396398,142.148366,10:01:04,Hamish,13878,646322,8/19/2010,120,12/17/2010,170,male,3890,,
96,2010.10.15 10:00:39,10/15/2010,Succeeded,-12.397513,142.148881,10:00:39,Hamish,13878,646322,8/19/2010,120,12/17/2010,170,male,3890,,
97,2010.10.16 10:00:48,10/16/2010,Succeeded,-12.392364,142.151885,10:00:48,Hamish,13878,646322,8/19/2010,120,12/17/2010,170,male,3890,,
98,2010.10.17 10:01:34,10/17/2010,Succeeded,-12.396827,142.14828,10:01:34,Hamish,13878,646322,8/19/2010,120,12/17/2010,170,male,3890,,
99,2010.10.19 10:01:34,10/19/2010,Succeeded,-12.396741,142.148108,10:01:34,Hamish,13878,646322,8/19/2010,120,12/17/2010,170,male,3890,,
100,2010.10.19 20:00:27,10/19/2010,Resolved QFP,-12.395486,142.145794,20:00:27,Hamish,13878,646322,8/19/2010,120,12/17/2010,170,male,3890,,
101,2010.10.21 10:00:59,10/21/2010,Succeeded,-12.393737,142.15652,10:00:59,Hamish,13878,646322,8/19/2010,120,12/17/2010,170,male,3890,,
102,2010.10.22 10:01:24,10/22/2010,Succeeded,-12.398715,142.149224,10:01:24,Hamish,13878,646322,8/19/2010,120,12/17/2010,170,male,3890,,
103,2010.10.23 10:01:35,10/23/2010,Succeeded,-12.393394,142.155061,10:01:35,Hamish,13878,646322,8/19/2010,120,12/17/2010,170,male,3890,,
104,2010.10.24 10:00:39,10/24/2010,Succeeded,-12.399573,142.148023,10:00:39,Hamish,13878,646322,8/19/2010,120,12/17/2010,170,male,3890,,
105,2010.10.25 10:00:42,10/25/2010,Succeeded,-12.394853,142.158494,10:00:42,Hamish,13878,646322,8/19/2010,120,12/17/2010,170,male,3890,,
106,2010.10.26 10:00:35,10/26/2010,Succeeded,-12.397599,142.148967,10:00:35,Hamish,13878,646322,8/19/2010,120,12/17/2010,170,male,3890,,
107,2010.10.27 10:00:53,10/27/2010,Succeeded,-12.397428,142.147422,10:00:53,Hamish,13878,646322,8/19/2010,120,12/17/2010,170,male,3890,,
108,2010.10.27 20:00:44,10/27/2010,Succeeded,-12.397599,142.148967,20:00:44,Hamish,13878,646322,8/19/2010,120,12/17/2010,170,male,3890,,
109,2010.10.28 10:01:35,10/28/2010,Succeeded,-12.396398,142.147937,10:01:35,Hamish,13878,646322,8/19/2010,120,12/17/2010,170,male,3890,,
110,2010.10.28 20:00:48,10/28/2010,Succeeded,-12.397513,142.146907,20:00:48,Hamish,13878,646322,8/19/2010,120,12/17/2010,170,male,3890,,
111,2010.10.29 10:00:48,10/29/2010,Succeeded,-12.391849,142.151799,10:00:48,Hamish,13878,646322,8/19/2010,120,12/17/2010,170,male,3890,,
112,2010.10.31 10:00:38,10/31/2010,Succeeded,-12.400088,142.147422,10:00:38,Hamish,13878,646322,8/19/2010,120,12/17/2010,170,male,3890,,
113,2010.11.01 10:00:48,11/1/2010,Succeeded,-12.397513,142.146993,10:00:48,Hamish,13878,646322,8/19/2010,120,12/17/2010,170,male,3890,,
114,2010.11.01 20:01:45,11/1/2010,Succeeded,-12.396569,142.148023,20:01:45,Hamish,13878,646322,8/19/2010,120,12/17/2010,170,male,3890,,
115,2010.11.02 10:00:52,11/2/2010,Succeeded,-12.39202,142.152658,10:00:52,Hamish,13878,646322,8/19/2010,120,12/17/2010,170,male,3890,,
116,2010.11.02 20:00:17,11/2/2010,Resolved QFP,-12.397185,142.148624,20:00:17,Hamish,13878,646322,8/19/2010,120,12/17/2010,170,male,3890,,
117,2010.11.03 10:00:34,11/3/2010,Succeeded,-12.392535,142.147079,10:00:34,Hamish,13878,646322,8/19/2010,120,12/17/2010,170,male,3890,,
118,2010.11.04 10:00:34,11/4/2010,Succeeded,-12.392364,142.147079,10:00:34,Hamish,13878,646322,8/19/2010,120,12/17/2010,170,male,3890,,
119,2010.11.05 10:00:38,11/5/2010,Succeeded,-12.397342,142.148538,10:00:38,Hamish,13878,646322,8/19/2010,120,12/17/2010,170,male,3890,,
120,2010.11.06 10:01:07,11/6/2010,Succeeded,-12.393308,142.154803,10:01:07,Hamish,13878,646322,8/19/2010,120,12/17/2010,170,male,3890,,
121,2010.11.07 10:00:35,11/7/2010,Succeeded,-12.399144,142.14828,10:00:35,Hamish,13878,646322,8/19/2010,120,12/17/2010,170,male,3890,,
122,2010.11.07 20:00:53,11/7/2010,Succeeded,-12.395539,142.145963,20:00:53,Hamish,13878,646322,8/19/2010,120,12/17/2010,170,male,3890,,
123,2010.11.08 20:00:35,11/8/2010,Succeeded,-12.397256,142.148795,20:00:35,Hamish,13878,646322,8/19/2010,120,12/17/2010,170,male,3890,,
124,2010.11.10 10:00:40,11/10/2010,Succeeded,-12.392192,142.150683,10:00:40,Hamish,13878,646322,8/19/2010,120,12/17/2010,170,male,3890,,
125,2010.11.10 20:00:15,11/10/2010,Resolved QFP,-12.40106,142.14738,20:00:15,Hamish,13878,646322,8/19/2010,120,12/17/2010,170,male,3890,,
126,2010.11.11 20:00:53,11/11/2010,Succeeded,-12.397599,142.147079,20:00:53,Hamish,13878,646322,8/19/2010,120,12/17/2010,170,male,3890,,
127,2010.11.12 20:00:35,11/12/2010,Succeeded,-12.397599,142.148967,20:00:35,Hamish,13878,646322,8/19/2010,120,12/17/2010,170,male,3890,,
128,2010.11.13 10:00:48,11/13/2010,Succeeded,-12.397599,142.148881,10:00:48,Hamish,13878,646322,8/19/2010,120,12/17/2010,170,male,3890,,
129,2010.11.14 10:00:28,11/14/2010,Resolved QFP,-12.392328,142.15123,10:00:28,Hamish,13878,646322,8/19/2010,120,12/17/2010,170,male,3890,,
130,2010.11.15 10:00:35,11/15/2010,Succeeded,-12.397599,142.148967,10:00:35,Hamish,13878,646322,8/19/2010,120,12/17/2010,170,male,3890,,
131,2010.11.16 10:00:58,11/16/2010,Succeeded,-12.392364,142.150512,10:00:58,Hamish,13878,646322,8/19/2010,120,12/17/2010,170,male,3890,,
132,2010.11.16 20:01:33,11/16/2010,Succeeded,-12.396998,142.147937,20:01:33,Hamish,13878,646322,8/19/2010,120,12/17/2010,170,male,3890,,
133,2010.11.17 10:01:09,11/17/2010,Resolved QFP,-12.406781,142.151458,10:01:09,Hamish,13878,646322,8/19/2010,120,12/17/2010,170,male,3890,,
134,2010.11.18 20:00:40,11/18/2010,Resolved QFP,-12.403687,142.148917,20:00:40,Hamish,13878,646322,8/19/2010,120,12/17/2010,170,male,3890,,
135,2010.11.19 10:00:52,11/19/2010,Succeeded,-12.400603,142.147508,10:00:52,Hamish,13878,646322,8/19/2010,120,12/17/2010,170,male,3890,,
136,2010.11.20 10:00:51,11/20/2010,Succeeded,-12.397342,142.14828,10:00:51,Hamish,13878,646322,8/19/2010,120,12/17/2010,170,male,3890,,
137,2010.11.21 10:00:30,11/21/2010,Resolved QFP,-12.408475,142.157511,10:00:30,Hamish,13878,646322,8/19/2010,120,12/17/2010,170,male,3890,,
138,2010.11.22 10:01:33,11/22/2010,Succeeded,-12.406869,142.151971,10:01:33,Hamish,13878,646322,8/19/2010,120,12/17/2010,170,male,3890,,
139,2010.11.23 10:00:35,11/23/2010,Succeeded,-12.399144,142.148194,10:00:35,Hamish,13878,646322,8/19/2010,120,12/17/2010,170,male,3890,,
140,2010.11.24 10:00:35,11/24/2010,Succeeded,-12.400432,142.147508,10:00:35,Hamish,13878,646322,8/19/2010,120,12/17/2010,170,male,3890,,
141,2010.11.24 20:00:46,11/24/2010,Resolved QFP,-12.406438,142.153672,20:00:46,Hamish,13878,646322,8/19/2010,120,12/17/2010,170,male,3890,,
142,2010.11.25 10:01:05,11/25/2010,Succeeded,-12.406354,142.151713,10:01:05,Hamish,13878,646322,8/19/2010,120,12/17/2010,170,male,3890,,
143,2010.11.26 10:01:05,11/26/2010,Succeeded,-12.397342,142.148623,10:01:05,Hamish,13878,646322,8/19/2010,120,12/17/2010,170,male,3890,,
144,2010.11.27 10:00:35,11/27/2010,Succeeded,-12.397685,142.148967,10:00:35,Hamish,13878,646322,8/19/2010,120,12/17/2010,170,male,3890,,
145,2010.11.28 10:00:40,11/28/2010,Resolved QFP,-12.408394,142.157729,10:00:40,Hamish,13878,646322,8/19/2010,120,12/17/2010,170,male,3890,,
146,2010.11.28 20:00:52,11/28/2010,Resolved QFP,-12.408986,142.158273,20:00:52,Hamish,13878,646322,8/19/2010,120,12/17/2010,170,male,3890,,
147,2010.11.29 10:00:45,11/29/2010,Succeeded,-12.406783,142.154031,10:00:45,Hamish,13878,646322,8/19/2010,120,12/17/2010,170,male,3890,,
148,2010.11.30 10:01:41,11/30/2010,Succeeded,-12.409959,142.161241,10:01:41,Hamish,13878,646322,8/19/2010,120,12/17/2010,170,male,3890,,
149,2010.11.30 20:00:48,11/30/2010,Succeeded,-12.4085,142.157292,20:00:48,Hamish,13878,646322,8/19/2010,120,12/17/2010,170,male,3890,,
150,2010.12.01 10:00:34,12/1/2010,Resolved QFP,-12.406734,142.151575,10:00:34,Hamish,13878,646322,8/19/2010,120,12/17/2010,170,male,3890,,
151,2010.12.01 20:01:35,12/1/2010,Succeeded,-12.396827,142.147937,20:01:35,Hamish,13878,646322,8/19/2010,120,12/17/2010,170,male,3890,,
152,2010.12.02 10:00:35,12/2/2010,Succeeded,-12.400088,142.148023,10:00:35,Hamish,13878,646322,8/19/2010,120,12/17/2010,170,male,3890,,
153,2010.12.02 20:01:04,12/2/2010,Succeeded,-12.406697,142.151456,20:01:04,Hamish,13878,646322,8/19/2010,120,12/17/2010,170,male,3890,,
154,2010.12.03 10:00:42,12/3/2010,Succeeded,-12.397342,142.148538,10:00:42,Hamish,13878,646322,8/19/2010,120,12/17/2010,170,male,3890,,
155,2010.12.03 20:00:34,12/3/2010,Succeeded,-12.397513,142.148881,20:00:34,Hamish,13878,646322,8/19/2010,120,12/17/2010,170,male,3890,,
156,2010.12.04 10:01:36,12/4/2010,Succeeded,-12.407298,142.156005,10:01:36,Hamish,13878,646322,8/19/2010,120,12/17/2010,170,male,3890,,
157,2010.12.04 20:01:29,12/4/2010,Succeeded,-12.411847,142.164931,20:01:29,Hamish,13878,646322,8/19/2010,120,12/17/2010,170,male,3890,,
158,2010.12.05 10:00:43,12/5/2010,Resolved QFP,-12.411069,142.162152,10:00:43,Hamish,13878,646322,8/19/2010,120,12/17/2010,170,male,3890,,
159,2010.12.06 10:00:42,12/6/2010,Succeeded,-12.396827,142.146907,10:00:42,Hamish,13878,646322,8/19/2010,120,12/17/2010,170,male,3890,,
160,2010.12.07 10:00:40,12/7/2010,Succeeded,-12.399316,142.14828,10:00:40,Hamish,13878,646322,8/19/2010,120,12/17/2010,170,male,3890,,
161,2010.12.08 10:01:03,12/8/2010,Succeeded,-12.403092,142.147851,10:01:03,Hamish,13878,646322,8/19/2010,120,12/17/2010,170,male,3890,,
162,2010.12.08 20:01:38,12/8/2010,Resolved QFP,-12.406927,142.151762,20:01:38,Hamish,13878,646322,8/19/2010,120,12/17/2010,170,male,3890,,
163,2010.12.10 10:00:34,12/10/2010,Succeeded,-12.397513,142.148623,10:00:34,Hamish,13878,646322,8/19/2010,120,12/17/2010,170,male,3890,,
164,2010.12.10 20:01:04,12/10/2010,Succeeded,-12.403264,142.148452,20:01:04,Hamish,13878,646322,8/19/2010,120,12/17/2010,170,male,3890,,
165,2010.12.11 10:00:35,12/11/2010,Succeeded,-12.397599,142.148967,10:00:35,Hamish,13878,646322,8/19/2010,120,12/17/2010,170,male,3890,,
166,2010.12.11 20:00:48,12/11/2010,Succeeded,-12.397256,142.148538,20:00:48,Hamish,13878,646322,8/19/2010,120,12/17/2010,170,male,3890,,
167,2010.12.12 10:01:42,12/12/2010,Succeeded,-12.404809,142.148452,10:01:42,Hamish,13878,646322,8/19/2010,120,12/17/2010,170,male,3890,,
168,2010.12.12 20:00:34,12/12/2010,Resolved QFP,-12.408721,142.158281,20:00:34,Hamish,13878,646322,8/19/2010,120,12/17/2010,170,male,3890,,
169,2010.12.13 20:01:34,12/13/2010,Resolved QFP,-12.406483,142.152029,20:01:34,Hamish,13878,646322,8/19/2010,120,12/17/2010,170,male,3890,,
170,2010.12.17 20:00:45,12/17/2010,Resolved QFP,-12.402421,142.142979,20:00:45,Hamish,13878,646322,8/19/2010,120,12/17/2010,170,male,3890,,
