Identity,GPS Fix Time,date,GPS Fix Attempt,GPS Latitude,GPS Longitude,time,croc name,acoustic tag ID,satellite tag,GPS start,days at large,GPS end,number of fixes (HDOP<4),sex,total length (cm),,
,10/19/09 10:02 AM,10/19/2009,,-12.34616,142.10374,na,Tarlisha,na,na,na,188,na,527,female,3266,,142.10374
,9/26/09 8:39 AM,9/26/2009,,-12.29416,142.10363,na,Tarlisha,na,na,na,188,na,527,female,3266,,142.10363
,10/4/09 10:59 AM,10/4/2009,,-12.34583,142.10359,na,Tarlisha,na,na,na,188,na,527,female,3266,,142.10359
,10/2/09 2:09 AM,10/2/2009,,-12.34516,142.10355,na,Tarlisha,na,na,na,188,na,527,female,3266,,142.10355
,8/28/09 5:01 AM,8/28/2009,,-12.34157,142.10353,na,Tarlisha,na,na,na,188,na,527,female,3266,,142.10353
,9/30/09 2:16 AM,9/30/2009,,-12.34247,142.10344,na,Tarlisha,na,na,na,188,na,527,female,3266,,142.10344
,8/28/09 2:01 AM,8/28/2009,,-12.34243,142.10334,na,Tarlisha,na,na,na,188,na,527,female,3266,,142.10334
,10/9/09 10:40 AM,10/9/2009,,-12.34543,142.10324,na,Tarlisha,na,na,na,188,na,527,female,3266,,142.10324
,9/30/09 11:17 AM,9/30/2009,,-12.34488,142.10321,na,Tarlisha,na,na,na,188,na,527,female,3266,,142.10321
,10/13/09 4:20 AM,10/13/2009,,-12.34303,142.10311,na,Tarlisha,na,na,na,188,na,527,female,3266,,142.10311
,10/6/09 7:52 AM,10/6/2009,,-12.34301,142.1031,na,Tarlisha,na,na,na,188,na,527,female,3266,,-142.1031
,10/4/09 5:00 AM,10/4/2009,,-12.34297,142.10304,na,Tarlisha,na,na,na,188,na,527,female,3266,,142.10304
,10/14/09 4:18 AM,10/14/2009,,-12.34339,142.10298,na,Tarlisha,na,na,na,188,na,527,female,3266,,142.10298
,9/30/09 11:16 AM,9/30/2009,,-12.34239,142.10294,na,Tarlisha,na,na,na,188,na,527,female,3266,,142.10294
,9/13/09 3:35 AM,9/13/2009,,-12.29439,142.10288,na,Tarlisha,na,na,na,188,na,527,female,3266,,142.10288
,10/10/09 10:38 AM,10/10/2009,,-12.34285,142.10284,na,Tarlisha,na,na,na,188,na,527,female,3266,,142.10284
,10/14/09 10:18 AM,10/14/2009,,-12.34369,142.10283,na,Tarlisha,na,na,na,188,na,527,female,3266,,142.10283
,9/30/09 5:16 AM,9/30/2009,,-12.34294,142.10281,na,Tarlisha,na,na,na,188,na,527,female,3266,,142.10281
,10/14/09 1:16 AM,10/14/2009,,-12.34347,142.10279,na,Tarlisha,na,na,na,188,na,527,female,3266,,142.10279
,10/9/09 4:41 AM,10/9/2009,,-12.34297,142.10273,na,Tarlisha,na,na,na,188,na,527,female,3266,,142.10273
,9/9/09 3:54 AM,9/9/2009,,-12.29389,142.10267,na,Tarlisha,na,na,na,188,na,527,female,3266,,142.10267
,9/30/09 8:16 AM,9/30/2009,,-12.34294,142.10266,na,Tarlisha,na,na,na,188,na,527,female,3266,,142.10266
,10/4/09 8:01 AM,10/4/2009,,-12.34284,142.10259,na,Tarlisha,na,na,na,188,na,527,female,3266,,142.10259
,11/30/09 6:20 AM,11/30/2009,,-12.29135,142.10255,na,Tarlisha,na,na,na,188,na,527,female,3266,,142.10255
,10/6/09 4:53 AM,10/6/2009,,-12.3429,142.10251,na,Tarlisha,na,na,na,188,na,527,female,3266,,142.10251
,11/30/09 9:21 AM,11/30/2009,,-12.29015,142.10238,na,Tarlisha,na,na,na,188,na,527,female,3266,,142.10238
,9/16/09 3:19 AM,9/16/2009,,-12.29361,142.10202,na,Tarlisha,na,na,na,188,na,527,female,3266,,142.10202
,11/30/09 9:20 AM,11/30/2009,,-12.29099,142.10196,na,Tarlisha,na,na,na,188,na,527,female,3266,,142.10196
,12/1/09 12:21 PM,12/1/2009,,-12.29108,142.10196,na,Tarlisha,na,na,na,188,na,527,female,3266,,142.10196
,11/30/09 3:20 AM,11/30/2009,,-12.29124,142.10192,na,Tarlisha,na,na,na,188,na,527,female,3266,,142.10192
,11/30/09 12:21 PM,11/30/2009,,-12.2899,142.10183,na,Tarlisha,na,na,na,188,na,527,female,3266,,142.10183
,10/16/09 1:12 AM,10/16/2009,,-12.29164,142.1013,na,Tarlisha,na,na,na,188,na,527,female,3266,,-142.1013
,9/9/09 9:55 AM,9/9/2009,,-12.29251,142.10083,na,Tarlisha,na,na,na,188,na,527,female,3266,,142.10083
,9/1/09 10:36 AM,9/1/2009,,-12.29284,142.10039,na,Tarlisha,na,na,na,188,na,527,female,3266,,142.10039
,9/2/09 1:36 AM,9/2/2009,,-12.29289,142.10039,na,Tarlisha,na,na,na,188,na,527,female,3266,,142.10039
,9/9/09 9:53 AM,9/9/2009,,-12.29282,142.10037,na,Tarlisha,na,na,na,188,na,527,female,3266,,142.10037
,9/6/09 4:10 AM,9/6/2009,,-12.29288,142.10023,na,Tarlisha,na,na,na,188,na,527,female,3266,,142.10023
,9/2/09 4:32 AM,9/2/2009,,-12.29276,142.1002,na,Tarlisha,na,na,na,188,na,527,female,3266,,-142.1002
,9/9/09 6:54 AM,9/9/2009,,-12.29278,142.1002,na,Tarlisha,na,na,na,188,na,527,female,3266,,-142.1002
,9/6/09 1:11 AM,9/6/2009,,-12.29279,142.10019,na,Tarlisha,na,na,na,188,na,527,female,3266,,142.10019
,9/2/09 1:35 AM,9/2/2009,,-12.29276,142.10018,na,Tarlisha,na,na,na,188,na,527,female,3266,,142.10018
,9/6/09 7:10 AM,9/6/2009,,-12.29313,142.10016,na,Tarlisha,na,na,na,188,na,527,female,3266,,142.10016
,8/30/09 10:47 AM,8/30/2009,,-12.2921,142.0999,na,Tarlisha,na,na,na,188,na,527,female,3266,,-142.0999
,9/29/09 5:19 AM,9/29/2009,,-12.29145,142.09751,na,Tarlisha,na,na,na,188,na,527,female,3266,,142.09751
,8/21/09 5:36 AM,8/21/2009,,-12.2909,142.09496,na,Tarlisha,na,na,na,188,na,527,female,3266,,142.09496
,9/1/09 4:38 AM,9/1/2009,,-12.29058,142.09475,na,Tarlisha,na,na,na,188,na,527,female,3266,,142.09475
,9/15/09 9:23 AM,9/15/2009,,-12.29085,142.09464,na,Tarlisha,na,na,na,188,na,527,female,3266,,142.09464
,8/24/09 11:21 AM,8/24/2009,,-12.29063,142.09382,na,Tarlisha,na,na,na,188,na,527,female,3266,,142.09382
,8/15/09 6:17 AM,8/15/2009,,-12.29055,142.09301,na,Tarlisha,na,na,na,188,na,527,female,3266,,142.09301
,9/2/09 7:32 AM,9/2/2009,,-12.29016,142.09287,na,Tarlisha,na,na,na,188,na,527,female,3266,,142.09287
,9/25/09 8:42 AM,9/25/2009,,-12.29031,142.0913,na,Tarlisha,na,na,na,188,na,527,female,3266,,-142.0913
,9/2/09 10:32 AM,9/2/2009,,-12.29047,142.09098,na,Tarlisha,na,na,na,188,na,527,female,3266,,142.09098
,9/25/09 11:41 AM,9/25/2009,,-12.29011,142.09094,na,Tarlisha,na,na,na,188,na,527,female,3266,,142.09094
,9/1/09 10:40 AM,9/1/2009,,-12.29056,142.09091,na,Tarlisha,na,na,na,188,na,527,female,3266,,142.09091
,9/1/09 1:38 AM,9/1/2009,,-12.29047,142.09087,na,Tarlisha,na,na,na,188,na,527,female,3266,,142.09087
,9/1/09 4:39 AM,9/1/2009,,-12.2903,142.09081,na,Tarlisha,na,na,na,188,na,527,female,3266,,142.09081
,9/3/09 10:28 AM,9/3/2009,,-12.29047,142.09035,na,Tarlisha,na,na,na,188,na,527,female,3266,,142.09035
,9/1/09 1:41 AM,9/1/2009,,-12.29035,142.08979,na,Tarlisha,na,na,na,188,na,527,female,3266,,142.08979
,9/3/09 10:27 AM,9/3/2009,,-12.28965,142.08886,na,Tarlisha,na,na,na,188,na,527,female,3266,,142.08886
,8/31/09 1:41 AM,8/31/2009,,-12.2901,142.08795,na,Tarlisha,na,na,na,188,na,527,female,3266,,142.08795
,8/31/09 10:42 AM,8/31/2009,,-12.2901,142.08733,na,Tarlisha,na,na,na,188,na,527,female,3266,,142.08733
,8/31/09 4:41 AM,8/31/2009,,-12.29024,142.08726,na,Tarlisha,na,na,na,188,na,527,female,3266,,142.08726
,8/31/09 7:41 AM,8/31/2009,,-12.29042,142.08717,na,Tarlisha,na,na,na,188,na,527,female,3266,,142.08717
,9/25/09 2:43 AM,9/25/2009,,-12.29006,142.08675,na,Tarlisha,na,na,na,188,na,527,female,3266,,142.08675
,9/25/09 5:43 AM,9/25/2009,,-12.29004,142.08654,na,Tarlisha,na,na,na,188,na,527,female,3266,,142.08654
,8/15/09 3:17 AM,8/15/2009,,-12.2892,142.08402,na,Tarlisha,na,na,na,188,na,527,female,3266,,142.08402
,9/3/09 7:27 AM,9/3/2009,,-12.28833,142.08141,na,Tarlisha,na,na,na,188,na,527,female,3266,,142.08141
,9/4/09 1:26 AM,9/4/2009,,-12.28805,142.08118,na,Tarlisha,na,na,na,188,na,527,female,3266,,142.08118
,9/4/09 10:24 AM,9/4/2009,,-12.28616,142.0794,na,Tarlisha,na,na,na,188,na,527,female,3266,,-142.0794
,9/3/09 1:27 AM,9/3/2009,,-12.28435,142.07829,na,Tarlisha,na,na,na,188,na,527,female,3266,,142.07829
,9/5/09 7:15 AM,9/5/2009,,-12.28619,142.07817,na,Tarlisha,na,na,na,188,na,527,female,3266,,142.07817
,8/24/09 5:21 AM,8/24/2009,,-12.28359,142.07776,na,Tarlisha,na,na,na,188,na,527,female,3266,,142.07776
,9/16/09 9:20 AM,9/16/2009,,-12.28356,142.07768,na,Tarlisha,na,na,na,188,na,527,female,3266,,142.07768
,9/16/09 12:19 PM,9/16/2009,,-12.28482,142.07757,na,Tarlisha,na,na,na,188,na,527,female,3266,,142.07757
,9/3/09 4:26 AM,9/3/2009,,-12.28409,142.07702,na,Tarlisha,na,na,na,188,na,527,female,3266,,142.07702
,12/1/09 9:16 AM,12/1/2009,,-12.27331,142.07198,na,Tarlisha,na,na,na,188,na,527,female,3266,,142.07198
,8/23/09 5:25 AM,8/23/2009,,-12.27181,142.0713,na,Tarlisha,na,na,na,188,na,527,female,3266,,-142.0713
,8/24/09 2:21 AM,8/24/2009,,-12.27051,142.06638,na,Tarlisha,na,na,na,188,na,527,female,3266,,142.06638
,9/4/09 1:23 AM,9/4/2009,,-12.27017,142.06494,na,Tarlisha,na,na,na,188,na,527,female,3266,,142.06494
,8/15/09 12:18 PM,8/15/2009,,-12.27132,142.06188,na,Tarlisha,na,na,na,188,na,527,female,3266,,142.06188
,8/15/09 9:21 AM,8/15/2009,,-12.2719,142.06005,na,Tarlisha,na,na,na,188,na,527,female,3266,,142.06005
,8/23/09 11:25 AM,8/23/2009,,-12.27196,142.0598,na,Tarlisha,na,na,na,188,na,527,female,3266,,-142.0598
,9/5/09 4:16 AM,9/5/2009,,-12.27085,142.05914,na,Tarlisha,na,na,na,188,na,527,female,3266,,142.05914
,8/14/09 9:27 AM,8/14/2009,,-12.27283,142.0581,na,Tarlisha,na,na,na,188,na,527,female,3266,,-142.0581
,8/14/09 9:23 AM,8/14/2009,,-12.27272,142.05805,na,Tarlisha,na,na,na,188,na,527,female,3266,,142.05805
,8/13/09 12:38 PM,8/13/2009,,-12.27276,142.05784,na,Tarlisha,na,na,na,188,na,527,female,3266,,142.05784
,8/24/09 5:22 AM,8/24/2009,,-12.27147,142.05723,na,Tarlisha,na,na,na,188,na,527,female,3266,,142.05723
,9/5/09 10:18 AM,9/5/2009,,-12.27675,142.05505,na,Tarlisha,na,na,na,188,na,527,female,3266,,142.05505
,9/5/09 1:16 AM,9/5/2009,,-12.27471,142.05477,na,Tarlisha,na,na,na,188,na,527,female,3266,,142.05477
,9/4/09 4:22 AM,9/4/2009,,-12.27575,142.05376,na,Tarlisha,na,na,na,188,na,527,female,3266,,142.05376
,8/24/09 11:23 AM,8/24/2009,,-12.28057,142.04544,na,Tarlisha,na,na,na,188,na,527,female,3266,,142.04544
,12/1/09 12:16 PM,12/1/2009,,-12.26204,142.00456,na,Tarlisha,na,na,na,188,na,527,female,3266,,142.00456
,12/8/09 11:33 AM,12/8/2009,,-12.10109,141.95414,na,Tarlisha,na,na,na,188,na,527,female,3266,,141.95414
,12/11/09 11:18 AM,12/11/2009,,-12.10114,141.95408,na,Tarlisha,na,na,na,188,na,527,female,3266,,141.95408
,12/6/09 2:51 AM,12/6/2009,,-12.10123,141.95407,na,Tarlisha,na,na,na,188,na,527,female,3266,,141.95407
,12/8/09 8:36 AM,12/8/2009,,-12.10127,141.95407,na,Tarlisha,na,na,na,188,na,527,female,3266,,141.95407
,12/15/09 4:56 AM,12/15/2009,,-12.1012,141.95407,na,Tarlisha,na,na,na,188,na,527,female,3266,,141.95407
,12/8/09 5:34 AM,12/8/2009,,-12.10119,141.95401,na,Tarlisha,na,na,na,188,na,527,female,3266,,141.95401
,12/15/09 10:56 AM,12/15/2009,,-12.10114,141.95399,na,Tarlisha,na,na,na,188,na,527,female,3266,,141.95399
,12/9/09 2:31 AM,12/9/2009,,-12.10127,141.95398,na,Tarlisha,na,na,na,188,na,527,female,3266,,141.95398
,12/11/09 2:19 AM,12/11/2009,,-12.1012,141.95398,na,Tarlisha,na,na,na,188,na,527,female,3266,,141.95398
,12/15/09 7:57 AM,12/15/2009,,-12.1012,141.95398,na,Tarlisha,na,na,na,188,na,527,female,3266,,141.95398
,12/8/09 5:36 AM,12/8/2009,,-12.10104,141.95393,na,Tarlisha,na,na,na,188,na,527,female,3266,,141.95393
,12/7/09 5:39 AM,12/7/2009,,-12.10147,141.95392,na,Tarlisha,na,na,na,188,na,527,female,3266,,141.95392
,2/15/10 5:46 AM,2/15/2010,,-12.10092,141.95391,na,Tarlisha,na,na,na,188,na,527,female,3266,,141.95391
,12/8/09 2:38 AM,12/8/2009,,-12.10104,141.95383,na,Tarlisha,na,na,na,188,na,527,female,3266,,141.95383
,1/30/10 1:13 AM,1/30/2010,,-12.10067,141.95377,na,Tarlisha,na,na,na,188,na,527,female,3266,,141.95377
,1/31/10 1:08 AM,1/31/2010,,-12.10101,141.95377,na,Tarlisha,na,na,na,188,na,527,female,3266,,141.95377
,12/15/09 1:58 AM,12/15/2009,,-12.10134,141.95375,na,Tarlisha,na,na,na,188,na,527,female,3266,,141.95375
,2/10/10 3:15 AM,2/10/2010,,-12.10068,141.95373,na,Tarlisha,na,na,na,188,na,527,female,3266,,141.95373
,1/18/10 8:15 AM,1/18/2010,,-12.1013,141.9537,na,Tarlisha,na,na,na,188,na,527,female,3266,,-141.9537
,12/10/09 11:19 AM,12/10/2009,,-12.10122,141.95368,na,Tarlisha,na,na,na,188,na,527,female,3266,,141.95368
,12/7/09 2:42 AM,12/7/2009,,-12.10148,141.95366,na,Tarlisha,na,na,na,188,na,527,female,3266,,141.95366
,12/22/09 4:17 AM,12/22/2009,,-12.10135,141.95361,na,Tarlisha,na,na,na,188,na,527,female,3266,,141.95361
,12/23/09 10:11 AM,12/23/2009,,-12.10134,141.9536,na,Tarlisha,na,na,na,188,na,527,female,3266,,-141.9536
,12/22/09 7:15 AM,12/22/2009,,-12.10146,141.95359,na,Tarlisha,na,na,na,188,na,527,female,3266,,141.95359
,12/4/09 12:00 PM,12/4/2009,,-12.10136,141.95358,na,Tarlisha,na,na,na,188,na,527,female,3266,,141.95358
,12/6/09 5:47 AM,12/6/2009,,-12.10137,141.95356,na,Tarlisha,na,na,na,188,na,527,female,3266,,141.95356
,12/14/09 4:58 AM,12/14/2009,,-12.10119,141.95356,na,Tarlisha,na,na,na,188,na,527,female,3266,,141.95356
,12/6/09 2:47 AM,12/6/2009,,-12.1014,141.95355,na,Tarlisha,na,na,na,188,na,527,female,3266,,141.95355
,12/22/09 10:18 AM,12/22/2009,,-12.1014,141.95355,na,Tarlisha,na,na,na,188,na,527,female,3266,,141.95355
,12/24/09 1:05 AM,12/24/2009,,-12.10146,141.95354,na,Tarlisha,na,na,na,188,na,527,female,3266,,141.95354
,12/29/09 6:39 AM,12/29/2009,,-12.10121,141.95353,na,Tarlisha,na,na,na,188,na,527,female,3266,,141.95353
,1/22/10 1:56 AM,1/22/2010,,-12.10091,141.95352,na,Tarlisha,na,na,na,188,na,527,female,3266,,141.95352
,1/15/10 8:29 AM,1/15/2010,,-12.10151,141.95351,na,Tarlisha,na,na,na,188,na,527,female,3266,,141.95351
,12/14/09 8:00 AM,12/14/2009,,-12.10141,141.9535,na,Tarlisha,na,na,na,188,na,527,female,3266,,-141.9535
,2/1/10 1:00 AM,2/1/2010,,-12.101,141.9535,na,Tarlisha,na,na,na,188,na,527,female,3266,,-141.9535
,2/23/10 11:04 AM,2/23/2010,,-12.10144,141.9535,na,Tarlisha,na,na,na,188,na,527,female,3266,,-141.9535
,2/24/10 7:57 AM,2/24/2010,,-12.10111,141.9535,na,Tarlisha,na,na,na,188,na,527,female,3266,,-141.9535
,12/30/09 12:38 PM,12/30/2009,,-12.10144,141.95349,na,Tarlisha,na,na,na,188,na,527,female,3266,,141.95349
,2/16/10 8:40 AM,2/16/2010,,-12.10055,141.95349,na,Tarlisha,na,na,na,188,na,527,female,3266,,141.95349
,12/23/09 1:13 AM,12/23/2009,,-12.10127,141.95348,na,Tarlisha,na,na,na,188,na,527,female,3266,,141.95348
,12/23/09 7:12 AM,12/23/2009,,-12.1015,141.95348,na,Tarlisha,na,na,na,188,na,527,female,3266,,141.95348
,12/24/09 10:05 AM,12/24/2009,,-12.10148,141.95348,na,Tarlisha,na,na,na,188,na,527,female,3266,,141.95348
,1/26/10 10:38 AM,1/26/2010,,-12.10088,141.95348,na,Tarlisha,na,na,na,188,na,527,female,3266,,141.95348
,2/1/10 9:57 AM,2/1/2010,,-12.10129,141.95348,na,Tarlisha,na,na,na,188,na,527,female,3266,,141.95348
,2/20/10 8:17 AM,2/20/2010,,-12.10125,141.95347,na,Tarlisha,na,na,na,188,na,527,female,3266,,141.95347
,12/9/09 5:29 AM,12/9/2009,,-12.10135,141.95346,na,Tarlisha,na,na,na,188,na,527,female,3266,,141.95346
,1/10/10 11:45 AM,1/10/2010,,-12.10135,141.95346,na,Tarlisha,na,na,na,188,na,527,female,3266,,141.95346
,1/21/10 7:59 AM,1/21/2010,,-12.10084,141.95346,na,Tarlisha,na,na,na,188,na,527,female,3266,,141.95346
,2/14/10 5:50 AM,2/14/2010,,-12.10103,141.95346,na,Tarlisha,na,na,na,188,na,527,female,3266,,141.95346
,3/2/10 4:23 AM,3/2/2010,,-12.10087,141.95346,na,Tarlisha,na,na,na,188,na,527,female,3266,,141.95346
,3/6/10 4:03 AM,3/6/2010,,-12.10088,141.95346,na,Tarlisha,na,na,na,188,na,527,female,3266,,141.95346
,1/18/10 11:12 AM,1/18/2010,,-12.10142,141.95345,na,Tarlisha,na,na,na,188,na,527,female,3266,,141.95345
,1/27/10 1:37 AM,1/27/2010,,-12.10114,141.95345,na,Tarlisha,na,na,na,188,na,527,female,3266,,141.95345
,2/2/10 3:56 AM,2/2/2010,,-12.10115,141.95345,na,Tarlisha,na,na,na,188,na,527,female,3266,,141.95345
,2/4/10 6:44 AM,2/4/2010,,-12.10093,141.95345,na,Tarlisha,na,na,na,188,na,527,female,3266,,141.95345
,12/9/09 2:29 AM,12/9/2009,,-12.10124,141.95344,na,Tarlisha,na,na,na,188,na,527,female,3266,,141.95344
,12/30/09 9:37 AM,12/30/2009,,-12.10136,141.95344,na,Tarlisha,na,na,na,188,na,527,female,3266,,141.95344
,1/8/10 5:50 AM,1/8/2010,,-12.10128,141.95344,na,Tarlisha,na,na,na,188,na,527,female,3266,,141.95344
,2/22/10 5:09 AM,2/22/2010,,-12.10084,141.95344,na,Tarlisha,na,na,na,188,na,527,female,3266,,141.95344
,3/13/10 3:19 AM,3/13/2010,,-12.1008,141.95344,na,Tarlisha,na,na,na,188,na,527,female,3266,,141.95344
,1/8/10 2:55 AM,1/8/2010,,-12.10113,141.95342,na,Tarlisha,na,na,na,188,na,527,female,3266,,141.95342
,1/12/10 11:39 AM,1/12/2010,,-12.10129,141.95342,na,Tarlisha,na,na,na,188,na,527,female,3266,,141.95342
,2/27/10 1:45 AM,2/27/2010,,-12.10098,141.95342,na,Tarlisha,na,na,na,188,na,527,female,3266,,141.95342
,3/5/10 7:06 AM,3/5/2010,,-12.10085,141.95342,na,Tarlisha,na,na,na,188,na,527,female,3266,,141.95342
,3/5/10 4:05 AM,3/5/2010,,-12.10087,141.95342,na,Tarlisha,na,na,na,188,na,527,female,3266,,141.95342
,12/22/09 1:17 AM,12/22/2009,,-12.10158,141.95341,na,Tarlisha,na,na,na,188,na,527,female,3266,,141.95341
,2/19/10 11:26 AM,2/19/2010,,-12.10097,141.95341,na,Tarlisha,na,na,na,188,na,527,female,3266,,141.95341
,2/22/10 11:10 AM,2/22/2010,,-12.10085,141.95341,na,Tarlisha,na,na,na,188,na,527,female,3266,,141.95341
,3/4/10 4:13 AM,3/4/2010,,-12.1011,141.95341,na,Tarlisha,na,na,na,188,na,527,female,3266,,141.95341
,1/15/10 5:25 AM,1/15/2010,,-12.10111,141.9534,na,Tarlisha,na,na,na,188,na,527,female,3266,,-141.9534
,3/7/10 1:02 AM,3/7/2010,,-12.10092,141.9534,na,Tarlisha,na,na,na,188,na,527,female,3266,,-141.9534
,1/18/10 2:15 AM,1/18/2010,,-12.10099,141.95339,na,Tarlisha,na,na,na,188,na,527,female,3266,,141.95339
,3/11/10 3:35 AM,3/11/2010,,-12.101,141.95339,na,Tarlisha,na,na,na,188,na,527,female,3266,,141.95339
,3/13/10 6:19 AM,3/13/2010,,-12.10091,141.95339,na,Tarlisha,na,na,na,188,na,527,female,3266,,141.95339
,1/8/10 2:51 AM,1/8/2010,,-12.10141,141.95338,na,Tarlisha,na,na,na,188,na,527,female,3266,,141.95338
,2/9/10 3:19 AM,2/9/2010,,-12.10098,141.95338,na,Tarlisha,na,na,na,188,na,527,female,3266,,141.95338
,1/10/10 5:47 AM,1/10/2010,,-12.10104,141.95337,na,Tarlisha,na,na,na,188,na,527,female,3266,,141.95337
,1/30/10 10:11 AM,1/30/2010,,-12.10098,141.95337,na,Tarlisha,na,na,na,188,na,527,female,3266,,141.95337
,2/2/10 9:55 AM,2/2/2010,,-12.10131,141.95337,na,Tarlisha,na,na,na,188,na,527,female,3266,,141.95337
,2/13/10 2:56 AM,2/13/2010,,-12.10089,141.95337,na,Tarlisha,na,na,na,188,na,527,female,3266,,141.95337
,2/18/10 5:31 AM,2/18/2010,,-12.1011,141.95337,na,Tarlisha,na,na,na,188,na,527,female,3266,,141.95337
,2/23/10 8:04 AM,2/23/2010,,-12.1011,141.95337,na,Tarlisha,na,na,na,188,na,527,female,3266,,141.95337
,12/10/09 11:23 AM,12/10/2009,,-12.10161,141.95336,na,Tarlisha,na,na,na,188,na,527,female,3266,,141.95336
,1/12/10 11:41 AM,1/12/2010,,-12.10144,141.95336,na,Tarlisha,na,na,na,188,na,527,female,3266,,141.95336
,1/22/10 4:56 AM,1/22/2010,,-12.10109,141.95336,na,Tarlisha,na,na,na,188,na,527,female,3266,,141.95336
,2/7/10 3:31 AM,2/7/2010,,-12.10156,141.95336,na,Tarlisha,na,na,na,188,na,527,female,3266,,141.95336
,3/6/10 10:02 AM,3/6/2010,,-12.1011,141.95336,na,Tarlisha,na,na,na,188,na,527,female,3266,,141.95336
,1/7/10 11:57 AM,1/7/2010,,-12.10127,141.95335,na,Tarlisha,na,na,na,188,na,527,female,3266,,141.95335
,2/2/10 9:52 AM,2/2/2010,,-12.10105,141.95335,na,Tarlisha,na,na,na,188,na,527,female,3266,,141.95335
,2/6/10 12:38 PM,2/6/2010,,-12.10099,141.95335,na,Tarlisha,na,na,na,188,na,527,female,3266,,141.95335
,2/7/10 6:33 AM,2/7/2010,,-12.10113,141.95335,na,Tarlisha,na,na,na,188,na,527,female,3266,,141.95335
,2/11/10 3:10 AM,2/11/2010,,-12.10136,141.95335,na,Tarlisha,na,na,na,188,na,527,female,3266,,141.95335
,2/15/10 11:47 AM,2/15/2010,,-12.10092,141.95335,na,Tarlisha,na,na,na,188,na,527,female,3266,,141.95335
,2/15/10 2:47 AM,2/15/2010,,-12.10097,141.95335,na,Tarlisha,na,na,na,188,na,527,female,3266,,141.95335
,2/16/10 11:43 AM,2/16/2010,,-12.10104,141.95335,na,Tarlisha,na,na,na,188,na,527,female,3266,,141.95335
,2/25/10 4:51 AM,2/25/2010,,-12.10094,141.95335,na,Tarlisha,na,na,na,188,na,527,female,3266,,141.95335
,3/2/10 7:24 AM,3/2/2010,,-12.10094,141.95335,na,Tarlisha,na,na,na,188,na,527,female,3266,,141.95335
,3/3/10 1:16 AM,3/3/2010,,-12.10107,141.95335,na,Tarlisha,na,na,na,188,na,527,female,3266,,141.95335
,3/8/10 3:50 AM,3/8/2010,,-12.10096,141.95335,na,Tarlisha,na,na,na,188,na,527,female,3266,,141.95335
,3/12/10 9:26 AM,3/12/2010,,-12.1011,141.95335,na,Tarlisha,na,na,na,188,na,527,female,3266,,141.95335
,1/18/10 5:16 AM,1/18/2010,,-12.10166,141.95334,na,Tarlisha,na,na,na,188,na,527,female,3266,,141.95334
,1/23/10 4:53 AM,1/23/2010,,-12.10115,141.95334,na,Tarlisha,na,na,na,188,na,527,female,3266,,141.95334
,1/23/10 7:55 AM,1/23/2010,,-12.10099,141.95334,na,Tarlisha,na,na,na,188,na,527,female,3266,,141.95334
,1/26/10 1:43 AM,1/26/2010,,-12.1007,141.95334,na,Tarlisha,na,na,na,188,na,527,female,3266,,141.95334
,1/27/10 10:34 AM,1/27/2010,,-12.10114,141.95334,na,Tarlisha,na,na,na,188,na,527,female,3266,,141.95334
,2/21/10 11:13 AM,2/21/2010,,-12.10114,141.95334,na,Tarlisha,na,na,na,188,na,527,female,3266,,141.95334
,3/1/10 1:30 AM,3/1/2010,,-12.10114,141.95334,na,Tarlisha,na,na,na,188,na,527,female,3266,,141.95334
,3/2/10 10:25 AM,3/2/2010,,-12.10138,141.95334,na,Tarlisha,na,na,na,188,na,527,female,3266,,141.95334
,3/6/10 1:03 AM,3/6/2010,,-12.10143,141.95334,na,Tarlisha,na,na,na,188,na,527,female,3266,,141.95334
,3/13/10 9:18 AM,3/13/2010,,-12.10096,141.95334,na,Tarlisha,na,na,na,188,na,527,female,3266,,141.95334
,2/7/10 12:35 PM,2/7/2010,,-12.10083,141.95333,na,Tarlisha,na,na,na,188,na,527,female,3266,,141.95333
,2/11/10 9:06 AM,2/11/2010,,-12.10088,141.95333,na,Tarlisha,na,na,na,188,na,527,female,3266,,141.95333
,2/23/10 2:09 AM,2/23/2010,,-12.10096,141.95333,na,Tarlisha,na,na,na,188,na,527,female,3266,,141.95333
,3/3/10 10:18 AM,3/3/2010,,-12.10121,141.95333,na,Tarlisha,na,na,na,188,na,527,female,3266,,141.95333
,3/4/10 7:11 AM,3/4/2010,,-12.10115,141.95333,na,Tarlisha,na,na,na,188,na,527,female,3266,,141.95333
,3/4/10 4:11 AM,3/4/2010,,-12.10104,141.95333,na,Tarlisha,na,na,na,188,na,527,female,3266,,141.95333
,1/18/10 11:13 AM,1/18/2010,,-12.10105,141.95332,na,Tarlisha,na,na,na,188,na,527,female,3266,,141.95332
,1/22/10 7:57 AM,1/22/2010,,-12.10088,141.95332,na,Tarlisha,na,na,na,188,na,527,female,3266,,141.95332
,2/6/10 3:36 AM,2/6/2010,,-12.10106,141.95332,na,Tarlisha,na,na,na,188,na,527,female,3266,,141.95332
,2/12/10 3:03 AM,2/12/2010,,-12.1013,141.95332,na,Tarlisha,na,na,na,188,na,527,female,3266,,141.95332
,2/17/10 5:39 AM,2/17/2010,,-12.10091,141.95332,na,Tarlisha,na,na,na,188,na,527,female,3266,,141.95332
